filename,label
0/0.032.1.augmented.png,0
0/0.053.1.augmented.png,0
0/0.052.4.augmented.png,0
0/0.049.3.augmented.png,0
0/0.042.3.augmented.png,0
0/0.053.2.augmented.png,0
0/0.040.5.augmented.png,0
0/0.006.1.augmented.png,0
0/0.022.2.augmented.png,0
0/0.049.2.augmented.png,0
0/0.044.3.augmented.png,0
0/0.023.2.augmented.png,0
0/0.036.1.augmented.png,0
0/0.023.1.augmented.png,0
0/0.012.5.augmented.png,0
0/0.050.2.augmented.png,0
0/0.014.4.augmented.png,0
0/0.020.1.augmented.png,0
0/0.053.4.augmented.png,0
0/0.047.4.augmented.png,0
0/0.019.4.augmented.png,0
0/0.017.4.augmented.png,0
0/0.010.3.augmented.png,0
0/0.029.3.augmented.png,0
0/0.001.3.augmented.png,0
0/0.050.3.augmented.png,0
0/0.039.5.augmented.png,0
0/0.031.2.augmented.png,0
0/0.027.4.augmented.png,0
0/0.028.4.augmented.png,0
0/0.006.3.augmented.png,0
0/0.028.3.augmented.png,0
0/0.036.4.augmented.png,0
0/0.024.2.augmented.png,0
0/0.004.4.augmented.png,0
0/0.027.3.augmented.png,0
0/0.007.3.augmented.png,0
0/0.020.5.augmented.png,0
0/0.040.4.augmented.png,0
0/0.017.3.augmented.png,0
0/0.007.5.augmented.png,0
0/0.041.5.augmented.png,0
0/0.037.5.augmented.png,0
0/0.015.1.augmented.png,0
0/0.055.1.augmented.png,0
0/0.025.2.augmented.png,0
0/0.049.1.augmented.png,0
0/0.016.3.augmented.png,0
0/0.034.5.augmented.png,0
0/0.015.2.augmented.png,0
0/0.008.3.augmented.png,0
0/0.048.2.augmented.png,0
0/0.022.1.augmented.png,0
0/0.023.5.augmented.png,0
0/0.019.1.augmented.png,0
0/0.034.3.augmented.png,0
0/0.029.1.augmented.png,0
0/0.020.2.augmented.png,0
0/0.039.1.augmented.png,0
0/0.006.2.augmented.png,0
0/0.055.2.augmented.png,0
0/0.024.3.augmented.png,0
0/0.026.2.augmented.png,0
0/0.044.1.augmented.png,0
0/0.015.5.augmented.png,0
0/0.001.5.augmented.png,0
0/0.012.2.augmented.png,0
0/0.048.1.augmented.png,0
0/0.035.1.augmented.png,0
0/0.022.4.augmented.png,0
0/0.037.4.augmented.png,0
0/0.047.2.augmented.png,0
0/0.031.4.augmented.png,0
0/0.030.4.augmented.png,0
0/0.007.4.augmented.png,0
0/0.043.2.augmented.png,0
0/0.043.5.augmented.png,0
0/0.051.5.augmented.png,0
0/0.034.4.augmented.png,0
0/0.011.4.augmented.png,0
0/0.015.4.augmented.png,0
0/0.042.1.augmented.png,0
0/0.051.1.augmented.png,0
0/0.029.4.augmented.png,0
0/0.019.3.augmented.png,0
0/0.040.3.augmented.png,0
0/0.035.5.augmented.png,0
0/0.022.3.augmented.png,0
0/0.016.4.augmented.png,0
0/0.052.5.augmented.png,0
0/0.051.4.augmented.png,0
0/0.011.2.augmented.png,0
0/0.014.3.augmented.png,0
0/0.039.4.augmented.png,0
0/0.036.5.augmented.png,0
0/0.011.3.augmented.png,0
0/0.014.2.augmented.png,0
0/0.015.3.augmented.png,0
0/0.028.5.augmented.png,0
0/0.047.1.augmented.png,0
0/0.008.4.augmented.png,0
0/0.053.3.augmented.png,0
0/0.008.1.augmented.png,0
0/0.006.4.augmented.png,0
0/0.007.1.augmented.png,0
0/0.041.2.augmented.png,0
0/0.004.3.augmented.png,0
0/0.037.3.augmented.png,0
0/0.035.4.augmented.png,0
0/0.019.5.augmented.png,0
0/0.051.2.augmented.png,0
0/0.031.3.augmented.png,0
0/0.034.1.augmented.png,0
0/0.048.4.augmented.png,0
0/0.005.2.augmented.png,0
0/0.006.5.augmented.png,0
0/0.008.2.augmented.png,0
0/0.004.1.augmented.png,0
0/0.016.2.augmented.png,0
0/0.052.3.augmented.png,0
0/0.005.1.augmented.png,0
0/0.036.2.augmented.png,0
0/0.004.5.augmented.png,0
0/0.030.1.augmented.png,0
0/0.049.5.augmented.png,0
0/0.025.3.augmented.png,0
0/0.042.4.augmented.png,0
0/0.050.4.augmented.png,0
0/0.034.2.augmented.png,0
0/0.037.1.augmented.png,0
0/0.017.2.augmented.png,0
0/0.005.4.augmented.png,0
0/0.023.3.augmented.png,0
0/0.028.2.augmented.png,0
0/0.023.4.augmented.png,0
0/0.028.1.augmented.png,0
0/0.030.3.augmented.png,0
0/0.040.1.augmented.png,0
0/0.039.2.augmented.png,0
0/0.012.1.augmented.png,0
0/0.030.2.augmented.png,0
0/0.025.5.augmented.png,0
0/0.042.5.augmented.png,0
0/0.026.3.augmented.png,0
0/0.001.1.augmented.png,0
0/0.031.1.augmented.png,0
